sender_norm,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
BaumgärtnerKlaus,0.002318035153114171,0.011699624537276312,0.019151515842649187,0.08401525118224536,0.013435143671496012,0.012304577814947858,0.014048969121288826,0.012202168145598075,0.008384497968563954,0.009852592259019001,0.006690351004801676,0.021265134440646476,0.01032744917924292,0.013763524961004369,0.029230224418819225,0.007935391698622162,0.668786893692527,0.0048683360707639164,0.04759093189006493,0.002129386947307689
BaumgärtnerKlaus+BaumannSabine,0.0008631492182937999,0.007732229684431684,0.020348159558509483,0.09175448911488245,0.03846419548508053,0.0005803067841903167,0.00094884266642725,0.025781884156296935,0.02245843613689953,0.046531579162929444,0.05541853941278697,0.005752155754051466,0.0007439350424899499,0.003946792120387134,0.006032208565763833,0.03074180699020038,0.6283428234643708,0.00040252986845991666,0.012846489509123616,0.0003094473044235468
BaumgärtnerKlaus+BaumannSabine+KrienkeGisela,0.0007502910946834,0.2776242953320888,0.0008773637748388,0.0161776246316283,0.0006952590070127,0.0005044307555802,0.0008247799891232,0.0006312991997137,0.0007293522027492,0.000741592330091,0.0005956901389645,0.0005442355239353,0.0006466643606612,0.0005946064338029,0.0007938827312737,0.0007734848226052,0.6951063777429088,0.0003498984523749,0.000769884895356,0.0002689865806073
BaumgärtnerKlaus+BaumgärtnerSabine,0.00916933487727684,0.0012448731570238144,0.008541623117675392,0.07865171758516808,0.015809320589189175,0.005642961629246611,0.011891970383680135,0.005555183305475942,0.019861545083489168,0.0336542676558619,0.0021761510291987566,0.03748187295155388,0.0016733212299594776,0.02359451555156048,0.01398956757792305,0.01744434302227271,0.6259215209449858,0.028953463301315374,0.05478301411804167,0.003959432889100916
BaumgärtnerKlaus+BierwischManfred,0.0010596443365546,0.0014814515959317,0.0012391104755126,0.2398536052428946,0.0660836525144073,0.0007124130848974,0.0011648458186042,0.0008915907790833,0.001030072109976,0.0010473589759783,0.0008412997122957,0.0007686297955239,0.0009132911642986,0.1527438072466607,0.0011212092826953,0.0010924010927123,0.5259942417806276,0.0004941654193359,0.0010873168760015,0.0003798926960076
BaumgärtnerSabine,0.0002582493804886,0.0638256705640816,0.0003019876590844,0.0002796024104538,0.0002393073956395,0.0001736245186049,0.000283888377111,0.0002172924993836,0.0002510422366101,0.0002552552751568,0.0002050358993207,0.3280878679336402,0.0002225811711057,0.0002046628891803,0.0002732535744924,0.0002662326364668,0.6041764324770961,0.0001204346675577,0.0002649935454147,9.258488911018116e-05
BierwischHedwig,0.0005543742309124,0.0007750511759436,0.0006482655483361,0.0006002119771336,0.0005137121845492,0.023078899054567,0.0006094125005376,0.0004664536348583,0.0459512745891544,0.0005479468976214,0.0004401428525417,0.000402124125096,0.0118308995432344,0.0004393421257041,0.0005865831697899,0.0005715115862265,0.9109576620582596,0.0002585325706346,0.000568851676074,0.0001987484988248
BierwischManfred,0.023952303090262195,0.07036422019611469,0.053395442642834655,0.002704573631471248,0.015167316837186825,0.02041085774365263,0.06041569660821387,0.005663272018829933,0.014231559722596578,0.00447604491739723,0.0062771300261713825,0.007691106712276929,0.0016653632372869809,0.01152541056864756,0.019313609514311332,0.012650912543526968,0.659291712512738,0.0007984214803148335,0.0069162941455156975,0.0030887518506496647
BierwischManfred+BaumgärtnerKlaus,0.027304996950343732,0.1258017321495602,0.0007668147583854333,0.007115196683726434,0.09348339066224949,0.0004408718014753333,0.027370100143831233,0.0032166790052376663,0.0006374528435844667,0.0006481506984075334,0.0005206323797293667,0.0004756611154454334,0.008126896457284599,0.0005196852228766333,0.06738352333176137,0.0006760246939415334,0.6342984080539046,0.00030581077645536664,0.0006728783623707667,0.00023509390942796668
BierwischManfred+BaumgärtnerKlaus+BaumgärtnerSabine,0.0009559238424484,0.0013364436095501,0.0011178234112226,0.3142585323843866,0.0008858090762238,0.0006426804070316,0.0010508279545952,0.0008043197646902,0.0009292462153564,0.0009448410020247,0.0399118974519447,0.000693394493049,0.0008238960648713,0.0790634628805026,0.0010114626660374,0.0009854742898318,0.5528145735184058,0.0004457953392104,0.0009808877282786,0.000342707900338
BierwischManfred+DohertyMonika,0.0002179126312696,0.0003046560097869,0.0002548192962845,0.0002359304671169,0.2947373279340371,0.0001465055816612,0.0314781498862269,0.0001833529288869,0.0002118311929191,0.0002153861842752,0.0001730107241348,0.0001580663770255,0.0001878155470303,0.0046353535313591,0.0002305732749825,0.0002246489584314,0.6660013086798509,0.0001016236137873,0.0002236034047459,7.812377618730926e-05
BierwischManfred+KlemmEberhardt,0.0011334327714959,0.0015846126198095,0.0013253960522419,0.0708622451040691,0.0010502981426941,0.000762022038348,0.0012459599688315,0.0009536767884424,0.0011018012800852,0.0243319905348511,0.0008998836983988,0.0008221534050072,0.0009768882820622,0.00089824659121,0.0011992847985621,0.0011684705475085,0.8875856818495191,0.0005285766756764,0.0011630322908796,0.0004063465603062
BierwischManfred+ZeibigBrigitte,0.0004560090760969,0.0006375303016667,0.0005332408277269,0.2526375801863976,0.000422561882558,0.037661227910124,0.0005012816538652,0.0003836886334411,0.0004432829157665,0.0004507221739424,0.000362046293544,0.0003307734027599,0.0003930272126904,0.0003613876433308,0.0004825030356653,0.0004701056720925,0.7026289698581044,0.0002126599544174,0.0004679177219615,0.0001634836438475
DohertyMonika,0.0006571987133775571,0.007708316428893228,0.021137034695504597,0.0017386836992338572,0.11405521623924089,0.0004418435003486714,0.019607312065457516,0.03136733048208302,0.007027653468666742,0.05388954303002275,0.0005217798740692572,0.04264534032118249,0.0026960280195503145,0.0005208306296454143,0.008512036990626958,0.0006775146790829285,0.6603062165665482,0.0024360833467665143,0.02168882663272873,0.002365210616969514
JohnsonUwe,0.024122400718698894,0.006958133097135197,0.008496990654990114,0.006226711341363596,0.013203489248810919,0.009032240179318222,0.010719598906765592,0.028389127421429794,0.019882028524080175,0.021546863542754414,0.022907133314337323,0.011655776744169568,0.021858124615164266,0.014059984431088392,0.013193398244541136,0.026891092654459294,0.7101450104464512,0.010251785298444234,0.011968960086519884,0.008491150529476924
JohnsonUwe+BaumgärtnerKlaus,3.112026442146051e-05,4.350815061485068e-05,3.6390932613047765e-05,0.0369979885734045,2.883766619776769e-05,2.0922570729160032e-05,3.4209884047568295e-05,2.618476770330841e-05,3.0251769702140697e-05,3.075946065319931e-05,2.470778977545385e-05,2.2573576485759285e-05,2.682207750873246e-05,2.466284029994638e-05,3.292834033608552e-05,3.208228429742582e-05,0.6463899909912227,0.286806458216377,0.0293484429292152,1.1156914394483411e-05
JohnsonUwe+EbelGertrud,0.0005481510214342,0.0007663507249571,0.0006409883480627,0.1577525336253631,0.0005079454328538,0.0003685292760016,0.0006025714508675,0.0004612173909643,0.000532853392177,0.0342187371425623,0.0004352019642049,0.0003976100215768,0.000472442938925,0.0004344102260443,0.0454825867987219,0.0005650959988453,0.7547981605049842,0.0002556303752325,0.0005624659479055,0.0001965174183151
KlemmEberhardt,0.01249210977725278,0.00848344199687054,0.006940797748885458,0.004907391733356604,0.007000610219912345,0.0103870852261804,0.010504119576992656,0.015233997394592351,0.024344876712605566,0.082628407468896,0.007122354060611854,0.017685376002686676,0.010693346518946246,0.00269141908213085,0.004972906860489973,0.019508139412512514,0.7493997593128772,0.0006487090312286213,0.004066852009276278,0.00028829985369410407
KlemmEberhardt+ZiegnerUta+SchmidtElisabeth,0.0012822486133121,0.0017926668307868,0.0014994160155026,0.0013882697507534,0.0011881986924168,0.0008620729226802,0.0014095502463441,0.0273382064485954,0.0012464640153911,0.2113419037186482,0.001018035346632,0.000930099331881,0.0011051503684527,0.0010161832928751,0.0013567467860427,0.0013218867293393,0.6102329151696183,0.0005979769832495,0.1326123102652082,0.0004596984722695
KlemmErika,0.0010442825681346,0.009932051004392014,0.007195423022378286,0.0050427929083495335,0.0009676868971346534,0.0007020851621670934,0.003773179939115147,0.0008786652996547799,0.0010151390530403733,0.021874845620040734,0.02123716712337504,0.0007574868935970467,0.00090005109224614,0.003973316980697253,0.00110495500118132,0.0010765644463687934,0.8841654840674649,0.014112433503041406,0.0065821149981138,0.01366427441950606
KlemmIne,0.007604027435212926,0.0032026797317027842,0.006544618981812484,0.04256017096091808,0.010371055536032327,0.024794668356111584,0.04707505229839235,0.010783534985612927,0.002314620465277284,0.013038290900465105,0.015637933693337273,0.0006958606749011487,0.004336253088257042,0.0007602650252132763,0.024595679573546674,0.010912566385614811,0.7501922921976881,0.007898446799119158,0.004378115485190927,0.012303867425592653
MenzhausenJoachim,0.00791483627266059,0.0019241302011439667,0.002490701369633178,0.05679864473177579,0.014828224264096199,0.0016064791220460667,0.04714487275877541,0.004193069183165123,0.05461438614184586,0.013464018204337265,0.00040744463514088885,0.00037225031937913335,0.05917233984318456,0.0010797706983456,0.06463026846849222,0.001586432056930189,0.6606690704267734,0.0023540823286685446,0.004564995502964111,0.0001839834706410716
MenzhausenJoachim+MenzhausenIngelore,0.0331100472084836,0.0007413832062373,0.0006201051048448,0.0005741389650659,0.1525302524888578,0.000356522682548,0.011442858091717,0.0004461910414512,0.0005154931593086,0.0656836538893777,0.000421023190917,0.0003846559845626,0.0004570508638118,0.0004202572473915,0.0005611021886577,0.0005466853097572,0.7302070215024826,0.0002473020002847,0.0005441409452321,0.0001901149290099
ZeibigBrigitte,0.001621481337978575,0.003937671398543467,0.010316434302908484,0.010420750598606227,0.045720412295175934,0.0002606292465484301,0.0004261472655174667,0.07540111167293916,0.00037684164371051457,0.00038316587182600845,0.0027754231163743,0.15699603107670798,0.0052713221821924046,0.0003072212094931887,0.0004101832725518667,0.0006925135590477,0.6786141497659578,0.0001807855072318596,0.005748744709546998,0.00013897996714077706
